review_id,customer_id,product_id,rating,review_text,review_date
39,197e9cbd_pete2314202307,39b3f008,3.19,"Great product!","12/16/2023 0:00"
40,8e725fdb_char6274202311,c3ab5851,4.43,"Great product!","4/30/2024 0:00"
41,fda15621_sadi8350202201,c3ab5851,3.43,"Could be better.","5/18/2023 0:00"
42,e973aa76_chen0595202305,64dced4d,3.81,"Could be better.","8/9/2023 0:00"
43,8d505e4b_noah8639202202,30c44488,1.05,"Great product!","12/23/2023 0:00"
44,7dc3d67f_john2542202204,80fd4992,3.01,"Great product!","4/24/2024 0:00"
45,728ef5f8_robe4955202309,8a2d3d64,4.54,"Great product!","3/20/2023 0:00"
46,06430dac_soph3639202209,b017b430,3.56,"Great product!","6/17/2023 0:00"
47,a19cc118_anna4101202211,4753a6df,2.75,"Could be better.","2/4/2024 0:00"
48,f230a2dd_char5544202210,5e5b4de9,3.82,"Could be better.","7/13/2023 0:00"
49,44d40e53_jun.6603202307,b7e7d4e6,1.08,"Great product!","3/2/2024 0:00"
50,230b0eda_jame0503202305,c9cf7fc7,1.32,"Great product!","10/2/2023 0:00"
51,7daf458f_mich2514202204,08854ad1,2.35,"Could be better.","3/1/2023 0:00"
52,62d64933_aoi.3067202210,4fed5ae0,3.24,"Great product!","10/8/2023 0:00"
53,082f148d_sadi0134202211,c4cbcbbc,4.38,"Great product!","3/15/2023 0:00"
54,efc92ed9_giul1459202210,a05ea662,2.21,"Great product!","4/30/2023 0:00"
55,5400b238_tahm5652202202,4fe3c85e,3.46,"Could be better.","1/10/2024 0:00"
56,3be085c6_noah5432202204,787b4559,4.51,"Great product!","11/10/2023 0:00"
57,0852ec83_ava.1258202209,ef7ef1fb,3.23,"Could be better.","8/13/2023 0:00"
58,109789d1_hina1988202206,4fed5ae0,2.05,"Could be better.","10/3/2023 0:00"
59,10ec0b89_yuki8437202201,48fb80dc,1.31,"Great product!","5/12/2023 0:00"
60,afa7cbf0_liam0300202312,4fed5ae0,3.68,"Great product!","8/21/2023 0:00"
61,8f898218_gius8907202305,30c44488,1.40,"Great product!","4/5/2024 0:00"
62,618cb4ba_tahm3691202207,1369da5a,2.02,"Great product!","2/19/2023 0:00"
63,72adf9be_gius3372202301,765cc9d1,1.05,"Could be better.","2/3/2023 0:00"
64,21ae68b4_char7075202309,3ab3589d,4.20,"Could be better.","4/20/2023 0:00"
65,e7872871_priy5887202312,f69dcba3,1.30,"Great product!","6/10/2023 0:00"
66,c36f94fa_jing8048202205,04c0cf9d,1.93,"Great product!","4/4/2023 0:00"
67,f75f731b_luca3784202306,cc38d40b,1.90,"Great product!","2/26/2024 0:00"
68,e45be27f_kama4914202202,4021293d,1.59,"Great product!","7/11/2023 0:00"
69,0c2a4e40_li.t8427202309,f69dcba3,4.23,"Could be better.","9/27/2023 0:00"
70,21b985cd_soph9221202210,b017b430,1.27,"Great product!","2/8/2024 0:00"
71,af914532_ava.7832202206,bf3a600c,2.59,"Great product!","3/14/2024 0:00"
72,7465f6cf_benj8499202208,9a56dba5,3.03,"Great product!","7/19/2023 0:00"
73,4513acc6_moni7143202301,91bc74a8,1.31,"Great product!","11/11/2023 0:00"
74,fda15621_sadi8350202201,2a83fcc9,1.19,"Great product!","2/17/2024 0:00"
75,ec171b6a_kait6089202309,54753b43,1.21,"Great product!","1/29/2024 0:00"
76,3df2e452_jame5732202206,e50d998a,2.42,"Great product!","1/16/2023 0:00"
77,daf58a9d_anna2357202311,59ff8907,3.30,"Great product!","4/5/2024 0:00"
78,8452e200_ava.7136202206,765cc9d1,4.50,"Great product!","9/10/2023 0:00"
79,1a4a904c_liam0210202209,ad286e69,3.20,"Great product!","3/7/2024 0:00"
80,b8376f5a_rahi9728202204,f707ed49,3.17,"Great product!","12/12/2023 0:00"
81,db7f25a5_rahu2571202210,f3baca84,4.49,"Great product!","1/17/2024 0:00"
82,d9564f8c_luca3567202304,9fbad605,3.43,"Great product!","5/11/2023 0:00"
83,aac35506_amit3272202205,2ca5fc8f,3.70,"Great product!","2/11/2024 0:00"
84,1e4b33a2_sofi1166202207,3ab3589d,4.50,"Great product!","3/17/2024 0:00"
85,fbe42300_sabi5002202310,722b2a6e,3.71,"Great product!","4/17/2023 0:00"
86,01c716bd_oliv8671202209,787b4559,4.66,"Could be better.","5/28/2023 0:00"
87,d86ce1d2_chia8746202310,eac9d543,4.87,"Could be better.","3/20/2023 0:00"
88,c3909ca8_nusr2284202310,8d9f751c,2.30,"Could be better.","7/13/2023 0:00"
89,7d8d7ef4_ayes2714202306,6e37dc29,4.68,"Great product!","2/8/2023 0:00"
90,8427a77c_andr0715202308,4b2e461b,4.39,"Great product!","6/24/2023 0:00"
91,16d3a198_fati7954202205,48fb80dc,1.01,"Great product!","11/6/2023 0:00"
92,58445989_ling2289202304,39b3f008,2.79,"Great product!","3/11/2024 0:00"
93,6ee6f965_andr2374202310,59ff8907,2.49,"Great product!","4/9/2024 0:00"
94,bbcd4d04_mia.5797202303,0330937d,1.93,"Could be better.","4/8/2023 0:00"
95,660bb6b4_thom9922202304,79306cc1,1.74,"Great product!","3/13/2024 0:00"
96,99ec2528_soni1601202206,1958a1cb,2.82,"Great product!","6/6/2023 0:00"
97,579d5254_mari6806202205,7a3ed9b2,3.32,"Great product!","10/21/2023 0:00"
98,3be8f1f7_ling3411202203,8a2d3d64,3.53,"Great product!","9/29/2023 0:00"
99,73a27b82_min.9988202203,bf44873c,4.57,"Great product!","4/28/2024 0:00"
100,57fb7477_li.t4527202206,65eddd96,2.86,"Great product!","9/25/2023 0:00"
101,23059faf_jing2194202205,04b9db9a,1.04,"Could be better.","1/5/2024 0:00"
102,b19a2564_liam1493202303,4968ec7d,1.40,"Great product!","9/11/2023 0:00"
103,44a26880_pete2685202312,4b2e461b,1.87,"Great product!","12/19/2023 0:00"
104,3ee07766_kama1748202303,9f0c7093,1.82,"Great product!","3/28/2023 0:00"
105,c4bca2c9_vikr0201202302,54753b43,4.20,"Great product!","7/2/2023 0:00"
106,ce0b7678_chia5160202309,30c44488,4.36,"Great product!","4/20/2024 0:00"
107,65fd5fa2_kait4409202202,7fdacb96,2.27,"Great product!","4/2/2023 0:00"
108,31073665_anna1520202312,20db9f54,4.70,"Great product!","4/25/2024 0:00"
109,8155d17c_soph2070202304,8d9f751c,3.72,"Great product!","9/11/2023 0:00"
110,3d28dd95_jame3095202302,80fd4992,4.46,"Could be better.","3/27/2024 0:00"
111,9034d313_kavi8198202305,b7e7d4e6,4.62,"Great product!","9/13/2023 0:00"
112,ab64423c_jame0754202310,59e7a3fc,4.45,"Great product!","3/30/2024 0:00"
113,98a634ea_fran6853202206,7e431401,1.72,"Great product!","1/9/2024 0:00"
114,ff025828_mich3231202209,4.15E+290,4.36,"Great product!","7/14/2023 0:00"
115,092704c1_luca9359202205,4f5a7a5f,4.73,"Could be better.","1/1/2024 0:00"
116,72444185_ren.7061202304,4.15E+290,3.56,"Great product!","9/11/2023 0:00"
117,421045a0_rahu1618202202,54753b43,3.26,"Great product!","3/23/2024 0:00"
118,6764a4e1_kait2224202211,dd33788c,3.60,"Great product!","3/6/2023 0:00"
119,8bdf0099_jame4503202306,ef7ef1fb,3.68,"Great product!","4/1/2024 0:00"
120,81d901ae_luca9734202311,3d298e70,4.46,"Great product!","10/27/2023 0:00"
121,a6a2e8bd_mei.5285202304,b7f99784,1.82,"Great product!","12/27/2023 0:00"
122,3e6d671b_char0117202211,4.15E+290,1.42,"Great product!","2/3/2023 0:00"
123,c36f94fa_jing8048202205,dd33788c,1.69,"Great product!","1/11/2023 0:00"
124,d91237c5_mia.2432202208,4968ec7d,2.07,"Could be better.","7/23/2023 0:00"
125,19ad174c_mia.9130202306,4753a6df,3.03,"Great product!","1/23/2024 0:00"
126,95efa181_char9682202309,b7e7d4e6,1.88,"Great product!","6/20/2023 0:00"
127,8bc65293_yuki8179202303,2ca5fc8f,1.72,"Great product!","4/14/2024 0:00"
128,8bdf0099_jame4503202306,9fbad605,3.93,"Great product!","12/18/2023 0:00"
129,168c2c75_oliv8780202308,d8dd5ca0,4.74,"Could be better.","4/19/2024 0:00"
130,94290b09_giul4328202204,eac9d543,1.37,"Great product!","4/18/2024 0:00"
131,33b456ef_amel7565202307,48fb80dc,1.02,"Great product!","9/25/2023 0:00"
132,1630fbdb_luca3405202209,eeb82e7f,4.97,"Great product!","2/12/2023 0:00"
133,00157a47_john9912202311,aee84f02,2.17,"Great product!","3/21/2023 0:00"
134,f1fa3acb_ren.9834202207,ef87735b,2.22,"Great product!","11/1/2023 0:00"
135,51157853_ava.0910202203,0279514f,3.21,"Great product!","1/5/2023 0:00"
136,7ee7b2bf_mia.8014202209,20db9f54,3.75,"Great product!","2/19/2023 0:00"
137,e7ded777_robe1803202305,5c5bc607,3.00,"Great product!","10/31/2023 0:00"
138,f9ade223_ayes4470202304,4968ec7d,4.15,"Great product!","1/26/2023 0:00"
139,b1c77cf7_soph7633202301,7bd04f96,2.55,"Great product!","3/31/2023 0:00"
140,f031cc5d_will5615202312,787b4559,1.12,"Great product!","12/7/2023 0:00"
141,a2af38e2_kavi5768202206,37c1fe57,3.17,"Great product!","9/14/2023 0:00"
142,01c716bd_oliv8671202209,1bac0298,4.41,"Great product!","4/30/2023 0:00"
143,c3b30ae1_mari5831202208,59ff8907,1.34,"Could be better.","1/13/2023 0:00"
144,449905ae_benj9804202207,7e431401,1.51,"Great product!","9/3/2023 0:00"
145,74ff6521_marc7720202306,020c835c,4.93,"Great product!","11/27/2023 0:00"
146,7b73d089_sadi6357202209,d8dd5ca0,1.84,"Great product!","3/6/2023 0:00"
147,b222b31a_jame6322202203,f69dcba3,4.82,"Great product!","12/3/2023 0:00"
148,c3909ca8_nusr2284202310,8755961e,4.73,"Could be better.","3/17/2024 0:00"
149,4928af90_raj.1496202202,04c0cf9d,2.22,"Could be better.","10/6/2023 0:00"
150,c031ab08_farh5519202207,64dced4d,4.60,"Great product!","8/1/2023 0:00"
151,14c453e6_oliv0163202206,37c1fe57,4.27,"Great product!","1/13/2024 0:00"
152,b137053f_will4967202309,56cd009f,4.89,"Could be better.","10/3/2023 0:00"
153,66374bf0_hiro2572202306,b4955a77,2.24,"Great product!","6/17/2023 0:00"
154,4fcf4a57_noah2542202309,56cd009f,1.47,"Great product!","1/18/2024 0:00"
155,63319746_chen9320202307,f3baca84,3.53,"Great product!","4/26/2023 0:00"
156,e2984ab7_fati0120202207,2a83fcc9,2.08,"Great product!","7/21/2023 0:00"
157,0fc31792_mia.0396202311,2a83fcc9,3.89,"Great product!","2/20/2024 0:00"
158,51157853_ava.0910202203,b69a6bcc,1.41,"Great product!","8/21/2023 0:00"
159,6d37d619_will2402202312,b017b430,3.58,"Could be better.","1/19/2023 0:00"
160,fd2e385f_kama7642202203,8a2d3d64,2.97,"Could be better.","2/27/2023 0:00"
161,a2af38e2_kavi5768202206,04b9db9a,3.31,"Great product!","12/7/2023 0:00"
162,d4048321_jaha8141202209,d8dd5ca0,3.84,"Great product!","9/1/2023 0:00"
163,222d5c3e_neha8521202307,b9bfd54a,1.56,"Great product!","8/13/2023 0:00"
164,1e4b33a2_sofi1166202207,37c1fe57,1.21,"Great product!","1/28/2023 0:00"
165,573cb866_hui.0179202308,4.15E+290,1.63,"Great product!","3/13/2024 0:00"
166,25bdc9a6_ren.2152202312,787b4559,1.86,"Could be better.","5/31/2023 0:00"
167,e7ded777_robe1803202305,4fe3c85e,4.79,"Great product!","4/10/2023 0:00"
168,7dc3d67f_john2542202204,b9bfd54a,2.23,"Great product!","1/6/2024 0:00"
169,b7aa4590_jame2811202210,787b4559,4.16,"Great product!","3/29/2023 0:00"
170,782249c9_tahm2973202312,a8b6f36c,4.72,"Great product!","8/17/2023 0:00"
171,7fded1d4_jing4324202302,54e0aed6,4.43,"Could be better.","12/4/2023 0:00"
172,98126023_mia.7354202309,707a9d6e,4.75,"Great product!","3/28/2023 0:00"
173,54ea005b_marc0174202212,d8dd5ca0,3.02,"Could be better.","4/4/2023 0:00"
174,3126e3d6_anna0070202208,f707ed49,4.76,"Great product!","4/5/2024 0:00"
175,23d83662_emma0872202311,b7e7d4e6,2.88,"Could be better.","2/23/2023 0:00"
176,45388553_haru4358202201,020c835c,2.22,"Could be better.","7/8/2023 0:00"
177,727d4e08_mart9922202212,8005695a,1.38,"Great product!","4/2/2024 0:00"
178,7b73d089_sadi6357202209,59e7a3fc,3.80,"Great product!","8/28/2023 0:00"
179,94b61e73_anja3938202209,4a4a55ff,4.23,"Great product!","2/6/2024 0:00"
180,8bc65293_yuki8179202303,e33a3ea3,2.74,"Great product!","6/10/2023 0:00"
181,9f5f0111_john9259202308,35f9e07e,4.02,"Great product!","4/14/2024 0:00"
182,31073665_anna1520202312,c9cf7fc7,4.12,"Could be better.","10/9/2023 0:00"
183,e9009339_priy8203202302,2.55E+08,1.66,"Could be better.","5/15/2023 0:00"
184,a36339e2_robe3277202206,c3ab5851,3.96,"Great product!","4/24/2023 0:00"
185,00941fad_will8577202210,2ca5fc8f,1.05,"Great product!","8/29/2023 0:00"
186,a2af38e2_kavi5768202206,1958a1cb,2.69,"Great product!","8/21/2023 0:00"
187,d83bdc4b_oliv1508202311,b9bfd54a,4.05,"Great product!","1/28/2024 0:00"
188,75efc5bb_will3697202310,56cd009f,2.70,"Could be better.","4/6/2023 0:00"
189,7df68b01_kama5598202209,6e37dc29,1.69,"Great product!","11/21/2023 0:00"
190,e06aced8_ava.1209202208,bf3a600c,2.20,"Great product!","3/24/2023 0:00"
191,380ab272_anja9343202212,eb657669,4.12,"Great product!","4/1/2023 0:00"
192,027d537b_oliv3085202312,8f80b290,2.94,"Could be better.","4/19/2023 0:00"
193,197e9cbd_pete2314202307,7bd04f96,1.94,"Great product!","2/5/2024 0:00"
194,f7c8344c_jame3548202304,7a3ed9b2,3.84,"Great product!","4/25/2024 0:00"
195,67b39075_hiro2221202204,30c44488,3.11,"Great product!","2/26/2023 0:00"
196,6d37d619_will2402202312,c26d8fae,4.65,"Great product!","2/9/2023 0:00"
197,b43f966e_soph3353202210,4757c4d7,4.29,"Great product!","9/19/2023 0:00"
198,493e4f22_neha4456202301,b69b1093,4.77,"Could be better.","9/21/2023 0:00"
199,7d2967d6_amel9905202209,182b9885,4.85,"Great product!","10/2/2023 0:00"
200,a7f65742_ales2330202210,2a83fcc9,2.65,"Great product!","2/11/2024 0:00"
201,20b3b47b_wei.9176202307,65eddd96,4.41,"Great product!","1/29/2023 0:00"
202,8bc65293_yuki8179202303,b55e7604,1.16,"Great product!","12/25/2023 0:00"
203,21ae68b4_char7075202309,b920b40c,3.24,"Great product!","4/23/2024 0:00"
204,4fcf4a57_noah2542202309,805f0fd0,1.04,"Great product!","2/21/2024 0:00"
205,30069063_isla0460202201,357f1590,1.73,"Could be better.","2/26/2024 0:00"
206,30c5290b_tahm1096202311,4dd9a711,1.25,"Great product!","2/25/2023 0:00"
207,35cad337_chen2734202307,4fe3c85e,1.85,"Could be better.","3/14/2024 0:00"
208,d823b990_kavi7095202307,59e7a3fc,1.73,"Great product!","1/16/2023 0:00"
209,5c6620ab_raj.9223202212,b7e7d4e6,3.59,"Great product!","9/16/2023 0:00"
210,b781166d_luca1884202304,ac3d27bc,1.93,"Great product!","1/31/2023 0:00"
211,daec5c58_soni0873202310,8d9f751c,2.66,"Great product!","11/10/2023 0:00"
212,ff025828_mich3231202209,3c71dee9,3.10,"Great product!","8/24/2023 0:00"
213,c2a624b0_ava.8325202210,bd2b780b,3.34,"Great product!","1/14/2024 0:00"
214,7760fe81_emma7073202212,357f1590,3.38,"Great product!","11/21/2023 0:00"
215,0c2a4e40_li.t8427202309,4968ec7d,1.74,"Great product!","1/17/2024 0:00"
216,8dfbec1c_fran0026202301,c26d8fae,4.25,"Great product!","3/11/2023 0:00"
217,178fc096_ursu8808202212,6e37dc29,2.88,"Great product!","11/26/2023 0:00"
218,21ae68b4_char7075202309,4dd9a711,3.18,"Could be better.","12/16/2023 0:00"
219,2dd28b60_sabi8578202203,ac21536e,1.22,"Great product!","7/25/2023 0:00"
220,b8376f5a_rahi9728202204,765cc9d1,4.60,"Great product!","3/20/2024 0:00"
221,4f9dec5b_char0898202205,9a56dba5,1.97,"Great product!","11/26/2023 0:00"
222,8ec06b42_kama5579202310,30c44488,2.31,"Great product!","8/9/2023 0:00"
223,b24c409e_luca8278202208,c4cbcbbc,1.95,"Great product!","7/19/2023 0:00"
224,4002324a_rahi5704202212,b9bfd54a,3.67,"Great product!","7/17/2023 0:00"
225,3e1e825b_will8475202306,64dced4d,4.06,"Great product!","3/11/2023 0:00"
226,f9f0d72e_kait9828202201,bd2b780b,4.07,"Great product!","8/3/2023 0:00"
227,32c4d2a7_xin.6040202210,48fb80dc,2.23,"Great product!","7/5/2023 0:00"
228,6d04a7e0_oliv8820202305,37c1fe57,4.67,"Great product!","1/24/2023 0:00"
229,2137526a_fati0136202207,e33a3ea3,3.60,"Great product!","3/7/2024 0:00"
230,8d03f877_li.t8070202307,ac3d27bc,1.45,"Great product!","12/23/2023 0:00"
231,75d520a4_kari8438202310,c8bddeb5,2.19,"Great product!","4/18/2024 0:00"
232,34f91315_chen1973202206,8dbfd1df,4.35,"Great product!","3/2/2024 0:00"
233,3d7fd46c_pete5304202304,182b9885,3.62,"Great product!","4/27/2024 0:00"
234,7daf458f_mich2514202204,9f0c7093,2.25,"Could be better.","11/12/2023 0:00"
235,14c453e6_oliv0163202206,5e5b4de9,2.86,"Great product!","11/20/2023 0:00"
236,01b56509_haru1133202310,0279514f,3.54,"Great product!","3/21/2023 0:00"
237,4928af90_raj.1496202202,9fc26436,4.41,"Great product!","5/17/2023 0:00"
238,1c3bef97_ales6434202207,c05917b2,3.21,"Great product!","2/2/2023 0:00"
239,da04073c_char0339202302,4dd9a711,4.10,"Great product!","7/20/2023 0:00"
240,d014874a_ales7851202207,ac21536e,4.33,"Could be better.","11/20/2023 0:00"
241,5f02ff78_hans2777202304,357f1590,3.61,"Great product!","1/17/2024 0:00"
242,4faddda4_oliv3705202312,4eb90a3e,3.42,"Great product!","4/26/2023 0:00"
243,57356dc5_priy8874202211,4757c4d7,1.46,"Great product!","7/2/2023 0:00"
244,4e46cbac_isab4853202201,9fc26436,2.62,"Could be better.","3/8/2024 0:00"
245,b86a70c2_li.t1923202209,91bc74a8,1.29,"Great product!","11/12/2023 0:00"
246,b1eb2233_saku4437202203,39f96aea,1.43,"Great product!","12/10/2023 0:00"
247,7b8054c9_ava.0343202202,04b9db9a,3.35,"Great product!","4/11/2023 0:00"
248,01e842e3_thom7165202206,4fe3c85e,4.40,"Could be better.","2/8/2023 0:00"
249,601a1711_liam9458202204,947dbbbb,2.47,"Great product!","1/6/2023 0:00"
250,41d62668_yuki0998202307,6a530350,2.58,"Great product!","4/5/2024 0:00"
251,15caebde_oliv7458202207,56cd009f,1.43,"Great product!","12/7/2023 0:00"
252,7347e850_anja2045202312,16faa01a,4.52,"Great product!","11/2/2023 0:00"
253,7ea051dd_chia6350202209,04b9db9a,2.10,"Could be better.","4/15/2024 0:00"
254,f63cde7a_luca5756202308,ac3d27bc,3.38,"Great product!","3/20/2024 0:00"
255,3554fbca_sabi4730202302,b7e7d4e6,4.27,"Great product!","5/23/2023 0:00"
256,67b39075_hiro2221202204,6a530350,2.01,"Great product!","1/15/2024 0:00"
257,1a4a904c_liam0210202209,79306cc1,1.26,"Great product!","7/5/2023 0:00"
258,d963320d_isab1540202301,b920b40c,1.17,"Could be better.","2/17/2024 0:00"
259,b062f7f1_robe1437202202,e4e20486,2.00,"Great product!","2/28/2024 0:00"
260,222d5c3e_neha8521202307,6e628ed0,2.78,"Could be better.","7/28/2023 0:00"
261,8bdf0099_jame4503202306,c4cbcbbc,3.88,"Great product!","4/25/2023 0:00"
262,aac35506_amit3272202205,805f0fd0,1.11,"Great product!","3/12/2023 0:00"
263,8fa52d9f_amit3960202312,f86e91aa,4.22,"Could be better.","4/18/2023 0:00"
264,4a0ba286_andr1371202204,4.15E+290,2.55,"Great product!","10/19/2023 0:00"
265,ccf306a3_deep0718202312,182b9885,2.56,"Great product!","8/14/2023 0:00"
266,3be8f1f7_ling3411202203,aee84f02,2.01,"Great product!","6/8/2023 0:00"
267,7116556e_hui.9078202305,b55e7604,1.27,"Great product!","1/22/2024 0:00"
268,ccb95c7d_mia.6568202311,0071dcfc,1.19,"Great product!","4/1/2023 0:00"
269,7347e850_anja2045202312,08854ad1,1.06,"Great product!","3/16/2024 0:00"
270,ae9f853d_wei.2674202209,91bc74a8,4.18,"Great product!","7/27/2023 0:00"
271,b29aa53f_andr9070202203,cc38d40b,2.56,"Great product!","4/2/2024 0:00"
272,7116556e_hui.9078202305,ad286e69,2.02,"Great product!","3/9/2024 0:00"
273,7d980072_jaha7372202303,e33a3ea3,4.21,"Great product!","1/19/2023 0:00"
274,17466edd_marc4787202209,4de3715f,4.11,"Great product!","10/20/2023 0:00"
275,c39bd81c_amel4526202210,79306cc1,3.96,"Great product!","12/24/2023 0:00"
276,8d758234_chia0118202206,bf44873c,2.48,"Great product!","7/9/2023 0:00"
277,e670bccb_jack0248202203,8f80b290,3.96,"Great product!","7/3/2023 0:00"
278,915b72ad_moni8444202205,30c44488,1.24,"Could be better.","11/10/2023 0:00"
279,c5a87928_char3862202304,787b4559,3.36,"Great product!","8/18/2023 0:00"
280,80ff5a74_kari8114202203,35f9e07e,4.13,"Great product!","9/24/2023 0:00"
281,a00840b8_marc0184202310,3c71dee9,3.25,"Great product!","5/10/2023 0:00"
282,7b73d089_sadi6357202209,ef87735b,4.95,"Great product!","3/6/2024 0:00"
283,5fd5b60f_wei.8412202206,8f80b290,4.11,"Great product!","3/12/2023 0:00"
284,59ced05e_neha2033202309,6e628ed0,1.21,"Great product!","3/31/2024 0:00"
285,34ba2f49_thom4905202203,64dced4d,1.83,"Great product!","4/24/2023 0:00"
286,b1e6ddab_hans0677202208,64dced4d,3.76,"Great product!","4/26/2023 0:00"
287,1f279692_jame6263202309,5c5bc607,3.57,"Great product!","7/27/2023 0:00"
288,b1eaf6ad_amel9396202302,8dbfd1df,1.18,"Great product!","11/19/2023 0:00"
289,964d756e_amel6448202303,765cc9d1,2.10,"Great product!","2/4/2024 0:00"
290,727d4e08_mart9922202212,12ec1cd1,4.08,"Great product!","8/8/2023 0:00"
291,1a4a904c_liam0210202209,e33a3ea3,3.16,"Great product!","7/22/2023 0:00"
292,ee486050_mich2112202212,ac21536e,4.33,"Great product!","1/27/2024 0:00"
293,282e2ed0_benj0197202205,b920b40c,4.24,"Great product!","1/3/2024 0:00"
294,34ba2f49_thom4905202203,4753a6df,1.91,"Could be better.","10/6/2023 0:00"
295,3232c9fb_sofi7676202203,80fd4992,1.27,"Great product!","4/27/2023 0:00"
296,7d2967d6_amel9905202209,e40a9d69,1.22,"Great product!","2/26/2023 0:00"
297,21633b0f_rahu5026202212,0071dcfc,1.79,"Great product!","5/6/2024 0:00"
298,673578c3_hina5359202212,e50d998a,2.59,"Great product!","12/1/2023 0:00"
299,8f898218_gius8907202305,4fed5ae0,4.32,"Great product!","5/8/2023 0:00"
300,79b29704_hiro8714202312,04c0cf9d,2.99,"Great product!","12/2/2023 0:00"
301,80db6ef0_hina0816202307,8f80b290,2.01,"Great product!","3/18/2023 0:00"
302,9aa72f45_mich2956202307,357f1590,1.39,"Could be better.","7/25/2023 0:00"
303,df302796_mia.2802202305,12ec1cd1,1.13,"Could be better.","8/17/2023 0:00"
304,8553795f_priy2541202205,7bd04f96,3.08,"Great product!","4/9/2023 0:00"
305,2576b78f_luca5839202207,04b9db9a,2.32,"Could be better.","7/10/2023 0:00"
306,52849678_isla9876202311,30c44488,2.23,"Great product!","3/5/2024 0:00"
307,20545716_wei.3777202307,5e5b4de9,1.26,"Great product!","3/18/2024 0:00"
308,98126023_mia.7354202309,9a56dba5,3.16,"Could be better.","5/31/2023 0:00"
309,b17f53d6_pete7608202304,b4955a77,1.57,"Could be better.","4/19/2023 0:00"
310,99ec2528_soni1601202206,35f9e07e,4.48,"Great product!","4/18/2023 0:00"
311,187646f7_yuki2371202303,4757c4d7,1.99,"Great product!","2/20/2024 0:00"
312,670368ab_will8584202212,64dced4d,3.97,"Great product!","12/18/2023 0:00"
313,a60f9d3a_anna1313202204,b69b1093,4.03,"Could be better.","12/20/2023 0:00"
